uri,label,pageRank,influenced_out,influenced_in,influenced_total,almaMater_out,knownFor_out,notableWork_out,religion_out,ideology_out,field_in,almaMater_in,religion_in,ideology_in,fields,likely_religion_or_belief,likely_institution,likely_field_or_discipline,dbpedia_is_person
<http://dbpedia.org/resource/Joakim_Edsjö>,Joakim Edsjö,0.34635,0,0,0,1,3,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Ptolemy>,Ptolemy,0.3462105160153999,7,2,9,0,9,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Han_Ryner>,Han Ryner,0.3460420175390321,4,5,9,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Francis_Birch_(geophysicist)>,Francis Birch (geophysicist),0.34601134140625,0,0,0,1,2,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Pierre-Joseph_Proudhon>,Pierre-Joseph Proudhon,0.3459766272894655,18,8,26,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Menas_Kafatos>,Menas Kafatos,0.3459473346827588,0,4,4,2,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/David_Deutsch>,David Deutsch,0.3458593154296422,0,3,3,2,13,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Reinhard_Selten>,Reinhard Selten,0.3458198094243236,3,0,3,1,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Malcolm_Green_(chemist)>,Malcolm Green (chemist),0.3456019567497904,0,2,2,4,3,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Georg_Wilhelm_Friedrich_Hegel>,Georg Wilhelm Friedrich Hegel,0.3454810312927927,87,5,92,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Matatarō_Matsumoto>,Matatarō Matsumoto,0.3454618531619546,0,3,3,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Ronald_S._Weinstein>,Ronald S. Weinstein,0.3454392857142858,0,3,3,2,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Eric_Berne>,Eric Berne,0.3453355052884513,3,4,7,0,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Christopher_Coyne_(professor)>,Christopher Coyne (professor),0.3452818949969061,0,3,3,2,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/John_Ambrose_Fleming>,John Ambrose Fleming,0.345268628688929,0,0,0,2,3,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Robert_J._Linhardt>,Robert J. Linhardt,0.34524375,1,1,2,3,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Kurt_Mendelssohn>,Kurt Mendelssohn,0.3451625856456252,1,0,1,1,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/James_F._Conant>,James F. Conant,0.3448950329179314,1,5,6,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/William_Frankena>,William Frankena,0.3446541918381682,0,5,5,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Yuri_Isakov>,Yuri Isakov,0.34433125,0,1,1,1,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Bernt_Øksendal>,Bernt Øksendal,0.34433125,0,0,0,1,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Henri_de_Lubac>,Henri de Lubac,0.3442499260904039,1,4,5,0,0,0,1,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Paul_Werbos>,Paul Werbos,0.3440596255095398,0,0,0,1,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Alfred_Marshall>,Alfred Marshall,0.3438669757195088,7,5,12,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Charles-Eusèbe_Dionne>,Charles-Eusèbe Dionne,0.343853125,0,2,2,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Thomas_Blackwell_(scholar)>,Thomas Blackwell (scholar),0.3437772278133304,1,1,2,2,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Alicja_Gescinska>,Alicja Gescinska,0.3436132989935183,0,3,3,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Muhammad_Tahir>,Muhammad Tahir,0.3435267857142857,2,4,6,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Gilles_de_Roberval>,Gilles de Roberval,0.3433839239237922,2,1,3,0,2,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Norman_O._Brown>,Norman O. Brown,0.343382263759255,1,4,5,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Eric_Wolf>,Eric Wolf,0.3431384539688429,0,4,4,0,2,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Dennis_Lindley>,Dennis Lindley,0.3427888304373741,0,0,0,1,4,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Bernard_Williams>,Bernard Williams,0.3427755307939527,16,8,24,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Sarah_Teichmann>,Sarah Teichmann,0.3424298402086093,0,6,6,1,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Christopher_Chang>,Christopher Chang,0.3423757410060163,1,0,1,2,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Tzvetan_Todorov>,Tzvetan Todorov,0.3423152367295218,0,2,2,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Michael_Mayerfeld_Bell>,Michael Mayerfeld Bell,0.3423152367295218,0,1,1,2,6,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Michael_Friedman_(philosopher)>,Michael Friedman (philosopher),0.3422576521214003,0,5,5,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Tibor_Šalát>,Tibor Šalát,0.3421938212834642,0,2,2,1,2,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Alexander_Gelfond__Alexander_Gelfond__1>,Alexander Gelfond  Alexander Gelfond  1,0.3421519271387049,0,0,0,1,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Giuseppe_Sergi>,Giuseppe Sergi,0.3419152797749123,1,3,4,0,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Jakob_Thomasius>,Jakob Thomasius,0.3418617227011429,0,1,1,1,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Dan_Boneh>,Dan Boneh,0.3417831623881225,0,0,0,1,2,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Margaret_D._Lowman>,Margaret D. Lowman,0.3417824045003255,0,2,2,4,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Persi_Diaconis>,Persi Diaconis,0.3415683393515483,1,1,2,0,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Virgil>,Virgil,0.3413413690462049,3,2,5,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Kamāl_al-Dīn_al-Fārisī>,Kamāl al-Dīn al-Fārisī,0.3413155569755788,0,3,3,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Stephen_A._Webb>,Stephen A. Webb,0.3412715866411933,0,5,5,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Jean_Dalby_Clift>,Jean Dalby Clift,0.3412622828416356,0,3,3,2,7,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Thomas_Overbury>,Thomas Overbury,0.34125,0,0,0,1,2,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/William_T._G._Morton>,William T. G. Morton,0.34125,0,2,2,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Evandro_Agazzi>,Evandro Agazzi,0.34125,1,2,3,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/E._T._Whittaker>,E. T. Whittaker,0.34125,0,0,0,1,7,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Kathleen_Curtis>,Kathleen Curtis,0.34125,0,0,0,1,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Susan_Goldin-Meadow>,Susan Goldin-Meadow,0.34125,0,0,0,2,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Humphry_Davy>,Humphry Davy,0.34125,3,2,5,0,10,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/George_Perry_(neuroscientist)>,George Perry (neuroscientist),0.34125,0,0,0,4,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Margaret_Pericak-Vance>,Margaret Pericak-Vance,0.34125,0,0,0,0,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Mary_Jeanne_Kreek>,Mary Jeanne Kreek,0.34125,0,2,2,1,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Hamidreza_Jalaeipour>,Hamidreza Jalaeipour,0.34125,1,0,1,1,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/James_Naismith_(chemist)>,James Naismith (chemist),0.34125,0,0,0,3,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Marion_Milner>,Marion Milner,0.34125,0,2,2,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Zoilus>,Zoilus,0.34125,0,2,2,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Renée_Baillargeon>,Renée Baillargeon,0.34125,0,0,0,1,2,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Célestin_Port>,Célestin Port,0.34125,0,1,1,1,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Henry_James>,Henry James,0.34125,0,0,0,1,0,11,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Hergé>,Hergé,0.34125,1,0,1,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Chandrashekhar_Khare>,Chandrashekhar Khare,0.34125,0,0,0,2,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Milton_Hearn>,Milton Hearn,0.34125,0,0,0,1,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Licia_Verde>,Licia Verde,0.34125,0,0,0,2,2,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Robert_Moray__Sir_Robert_Moray__1>,Robert Moray  Sir Robert Moray  1,0.34125,4,2,6,1,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Daniel_Herschlag>,Daniel Herschlag,0.34125,0,0,0,3,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Virgil_Earp>,Virgil Earp,0.34125,0,0,0,0,3,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Kinji_Imanishi>,Kinji Imanishi,0.34125,1,2,3,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Alfred_Vogt>,Alfred Vogt,0.34125,0,2,2,1,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Ian_Donald>,Ian Donald,0.34125,1,2,3,0,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Vivian_Irish>,Vivian Irish,0.34125,0,0,0,2,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Minakata_Kumagusu>,Minakata Kumagusu,0.34125,0,2,2,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Charlotte_Vaudeville>,Charlotte Vaudeville,0.34125,0,0,0,1,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Karl_von_Frisch>,Karl von Frisch,0.34125,1,2,3,0,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Gregory_S._Paul>,Gregory S. Paul,0.34125,1,2,3,0,2,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Jack_A._Apsche>,Jack A. Apsche,0.34125,1,2,3,2,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Abd_al-Rahman_al-Kawakibi>,Abd al-Rahman al-Kawakibi,0.34125,1,3,4,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Denise_Cocquerillat>,Denise Cocquerillat,0.34125,0,2,2,1,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Nastulus>,Nastulus,0.34125,1,2,3,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Lajos_Markusovszky>,Lajos Markusovszky,0.34125,0,0,0,0,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Ignacio_Tinoco_Jr.>,Ignacio Tinoco Jr.,0.34125,2,0,2,3,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Erich_Traub>,Erich Traub,0.34125,0,2,2,1,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Aram_Ter-Ghevondyan>,Aram Ter-Ghevondyan,0.34125,0,2,2,1,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Venkat_Chandrasekaran>,Venkat Chandrasekaran,0.34125,0,0,0,2,3,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Saul_Roseman>,Saul Roseman,0.34125,0,0,0,2,2,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Nir_Shaviv>,Nir Shaviv,0.34125,0,2,2,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Dines_Bjørner>,Dines Bjørner,0.34125,5,2,7,1,2,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Earl_Muetterties>,Earl Muetterties,0.34125,0,0,0,2,5,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/William_Monroe_Trotter>,William Monroe Trotter,0.34125,0,2,2,1,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/H._Eugene_Stanley>,H. Eugene Stanley,0.34125,0,0,0,2,3,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Theodore_Reich>,Theodore Reich,0.34125,0,2,2,1,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/O._W._Wolters>,O. W. Wolters,0.34125,0,1,1,2,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Roger_Adams>,Roger Adams,0.34125,0,0,0,1,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Mohsen_Adeli>,Mohsen Adeli,0.34125,0,0,0,0,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Gabriel_Bertrand>,Gabriel Bertrand,0.34125,0,0,0,0,2,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Nathaniel_Colgan>,Nathaniel Colgan,0.34125,0,2,2,0,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Jeremy_C._Smith>,Jeremy C. Smith,0.34125,0,0,0,2,6,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Eduard_Study>,Eduard Study,0.34125,0,0,0,0,2,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Al-Karaji>,Al-Karaji,0.34125,0,2,2,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Amnon_Albeck>,Amnon Albeck,0.34125,0,0,0,2,4,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/David_P._Currie>,David P. Currie,0.34125,0,2,2,2,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Kensuke_Mitsuda>,Kensuke Mitsuda,0.34125,0,0,0,0,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Rosa_Parks>,Rosa Parks,0.34125,0,0,0,0,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Akira_Fujishima>,Akira Fujishima,0.34125,0,0,0,2,2,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Fred_Hampton>,Fred Hampton,0.34125,0,0,0,0,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/William_Poole>,William Poole,0.34125,0,0,0,0,5,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Dimitri_Kullmann>,Dimitri Kullmann,0.34125,0,1,1,1,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Suchitra_Sebastian>,Suchitra Sebastian,0.34125,0,1,1,3,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Mary_Cassatt>,Mary Cassatt,0.34125,0,0,0,0,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Georg_Ernst_Stahl>,Georg Ernst Stahl,0.34125,0,2,2,1,2,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Georg_Rasch>,Georg Rasch,0.34125,2,0,2,0,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/George_Everest>,George Everest,0.34125,2,2,4,0,2,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Kathrin_Jansen>,Kathrin Jansen,0.34125,0,1,1,1,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Emmanuel_Todd>,Emmanuel Todd,0.34125,0,1,1,3,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/John_Anthony_Nevin>,John Anthony Nevin,0.3411785436396569,0,3,3,2,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Johann_Heinrich_Alsted>,Johann Heinrich Alsted,0.3411406827606791,2,3,5,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Michel_Bréal__Michel_Bréal__1>,Michel Bréal  Michel Bréal  1,0.340939558453866,2,2,4,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Guillermo_Bazan>,Guillermo Bazan,0.3408451875,0,0,0,2,3,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Charles_Ofria>,Charles Ofria,0.3407188449035551,0,0,0,2,2,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/David_J._Wineland>,David J. Wineland,0.3406706314307262,0,1,1,2,2,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Allan_Wilson_(biologist)>,Allan Wilson (biologist),0.3406602846943181,0,1,1,3,2,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Nicolaas_Bloembergen>,Nicolaas Bloembergen,0.340622449215862,1,0,1,2,7,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Grace_Ji-Sun_Kim>,Grace Ji-Sun Kim,0.3403665938378747,0,2,2,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/David_Papineau>,David Papineau,0.3401953386073632,1,1,2,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/F._H._Bradley>,F. H. Bradley,0.3401635034686396,11,7,18,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Harry_Hammond_Hess>,Harry Hammond Hess,0.340106973849282,1,1,2,1,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Helmut_Wautischer>,Helmut Wautischer,0.3395627319529389,0,4,4,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Mattias_Kumm>,Mattias Kumm,0.3395403264081163,0,3,3,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Ted_Honderich>,Ted Honderich,0.3395142405887899,0,5,5,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Erin_Manning_(theorist)>,Erin Manning (theorist),0.3391800105635741,0,7,7,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/André_Chantemesse>,André Chantemesse,0.3390991550235654,0,3,3,0,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Nelson_Goodman>,Nelson Goodman,0.3390778586468935,12,8,20,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Richard_of_Saint_Victor>,Richard of Saint Victor,0.3390256219118272,2,1,3,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Eric_Birley>,Eric Birley,0.3389398341362939,0,2,2,2,2,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Carolyne_Van_Vliet>,Carolyne Van Vliet,0.3388862364799508,0,0,0,1,3,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Stephen_P._Boyd>,Stephen P. Boyd,0.3388593750000001,0,0,0,2,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Michael_Dummett>,Michael Dummett,0.3388313182478057,17,8,25,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Sissela_Bok>,Sissela Bok,0.3387193620414626,1,3,4,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Eleanor_Duckworth>,Eleanor Duckworth,0.3387156807013038,0,3,3,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Vasily_Davydov>,Vasily Davydov,0.3386999298659519,0,1,1,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Alexandre_Mas>,Alexandre Mas,0.3386852047257522,0,1,1,2,0,0,0,0,0,0,0,0,[Labor economics],False,False,False,True
<http://dbpedia.org/resource/Richard_Bandler>,Richard Bandler,0.3386724269558736,0,2,2,0,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/John_Searle>,John Searle,0.3386552029316173,4,10,14,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Jan_Waszkiewicz>,Jan Waszkiewicz,0.3385258141732343,0,0,0,3,2,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Jean-Marie_Souriau>,Jean-Marie Souriau,0.3384610744712563,0,0,0,2,6,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Kalanit_Grill-Spector>,Kalanit Grill-Spector,0.3384484073331164,0,0,0,0,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Julia_Driver>,Julia Driver,0.3383948103354667,0,1,1,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Josiah_Willard_Gibbs>,Josiah Willard Gibbs,0.3383299904601431,3,3,6,1,38,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Charles_Krebs>,Charles Krebs,0.3382732612795049,2,0,2,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Jean-Louis_Arcand>,Jean-Louis Arcand,0.3382652291141081,0,4,4,1,0,0,0,0,0,0,0,0,"[Development economics, Microeconomics]",False,False,False,True
<http://dbpedia.org/resource/Svetozar_Marković>,Svetozar Marković,0.3381932865590868,2,3,5,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Albrecht_Penck>,Albrecht Penck,0.3379611238293949,4,2,6,1,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Harvey_J._Levin>,Harvey J. Levin,0.3379342820118236,5,4,9,2,0,0,0,0,0,0,0,0,[Regulatory economics],False,False,False,True
<http://dbpedia.org/resource/Robert_Frodeman>,Robert Frodeman,0.3379116536331071,0,1,1,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Walter_Feit>,Walter Feit,0.3378436918625137,0,0,0,2,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Cathleen_Crudden>,Cathleen Crudden,0.3378102718199416,0,0,0,2,2,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Hugo_Herrera_(Chilean_philosopher)>,Hugo Herrera (Chilean philosopher),0.3377680123949297,0,2,2,2,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Theodor_Eimer>,Theodor Eimer,0.3376949374199293,1,3,4,0,1,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Ricardo_Reis>,Ricardo Reis,0.3376314778111542,0,2,2,2,0,0,0,0,0,0,0,0,[Macroeconomics],False,False,False,True
<http://dbpedia.org/resource/Lei_Stanley_Qi>,Lei Stanley Qi,0.3375464285714286,0,0,0,2,2,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Alain_Badiou>,Alain Badiou,0.3374456482096257,13,8,21,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Nouriel_Roubini>,Nouriel Roubini,0.337382836771268,0,4,4,2,0,0,0,0,0,0,0,0,[International economics],False,False,False,True
<http://dbpedia.org/resource/Ulrich_Kortz>,Ulrich Kortz,0.3373703571428572,0,0,0,1,2,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Fernando_González_(writer)>,Fernando González (writer),0.3373697315678623,2,5,7,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Howell_Tong>,Howell Tong,0.3373322398445749,1,3,4,1,9,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Mustafa_Kemal_Atatürk>,Mustafa Kemal Atatürk,0.3373133063091783,1,2,3,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Erich_Leo_Lehmann>,Erich Leo Lehmann,0.3373050597751749,0,4,4,1,4,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Niles_Eldredge>,Niles Eldredge,0.3373014196846384,0,2,2,1,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Pierre_Boutang>,Pierre Boutang,0.3372331685513489,0,3,3,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Parmenides>,Parmenides,0.3371035584621986,13,2,15,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Laurence_Houlgate>,Laurence Houlgate,0.3370996310141734,0,5,5,0,0,0,0,0,0,0,0,0,[],False,False,False,True
<http://dbpedia.org/resource/Benjamin_List>,Benjamin List,0.3370492947880769,0,1,1,0,0,0,0,0,0,0,0,0,[],False,False,False,True
