uri,label,pageRank,influenced_out,influenced_in,influenced_total,almaMater_out,knownFor_out,notableWork_out,religion_out,ideology_out,field_in,almaMater_in,religion_in,ideology_in,fields,likely_religion_or_belief,likely_institution,likely_field_or_discipline
<http://dbpedia.org/resource/T._V._Venkatachala_Sastry>,T. V. Venkatachala Sastry,0.5325000000000001,0,3,3,1,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Highgate_School>,Highgate School,0.5325000000000001,0,0,0,0,0,0,1,0,0,4,0,0,[],false,false,false
<http://dbpedia.org/resource/Motoori_Norinaga>,Motoori Norinaga,0.5325000000000001,1,4,5,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Rembert_Dodoens>,Rembert Dodoens,0.5325000000000001,0,3,3,1,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Joan_Bailey-Wilson>,Joan Bailey-Wilson,0.5325000000000001,0,2,2,2,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Amelia_Earhart>,Amelia Earhart,0.5325000000000001,0,0,0,0,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Theosophy_(Blavatskian)>,Theosophy (Blavatskian),0.5325000000000001,2,0,2,0,0,0,0,0,1,0,2,0,[],true,false,false
<http://dbpedia.org/resource/Nund_Rishi>,Nund Rishi,0.5325000000000001,0,0,0,0,0,0,1,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Guillermo_Rein>,Guillermo Rein,0.5325000000000001,0,3,3,3,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Max_Bennett_(scientist)>,Max Bennett (scientist),0.5320268454422113,1,1,2,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/John_Dupré>,John Dupré,0.5320268454422113,1,1,2,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Prochoros_Kydones>,Prochoros Kydones,0.5318211700325873,1,1,2,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Paul_of_Venice>,Paul of Venice,0.5314469148699912,2,9,11,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Fikri_Alican>,Fikri Alican,0.5314375,0,2,2,0,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/James_Clerk_Maxwell>,James Clerk Maxwell,0.5306259800584724,3,3,6,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/C._H._Douglas>,C. H. Douglas,0.530402742848011,5,10,15,1,0,0,0,0,0,0,0,0,"[Political science, Economics, Physics, History, Accounting, Civil engineering]",false,false,false
<http://dbpedia.org/resource/Kari_Bruwelheide>,Kari Bruwelheide,0.530228044216586,0,1,1,2,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Jan_Śniadecki>,Jan Śniadecki,0.5299280354433504,0,4,4,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Gene_Sharp>,Gene Sharp,0.5293359503486846,0,5,5,3,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Leonard_Bloomfield__Leonard_Bloomfield__1>,Leonard Bloomfield  Leonard Bloomfield  1,0.5291453427523914,2,6,8,5,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Nim_(programming_language)>,Nim (programming language),0.5288388349798195,0,8,8,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Duncan_K._Foley>,Duncan K. Foley,0.5285714375963704,0,9,9,4,0,0,0,0,0,0,0,0,[Economics],false,false,false
<http://dbpedia.org/resource/Mayo_Fuster_Morell>,Mayo Fuster Morell,0.5285193421383925,1,3,4,3,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/John_C._H._Spence>,John C. H. Spence,0.5272994419642858,0,1,1,1,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Nicole_C._Rust>,Nicole C. Rust,0.5272426783121203,0,0,0,3,2,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Astronomer>,Astronomer,0.5272223126706668,1,0,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Benjamin_Tucker>,Benjamin Tucker,0.526933863444121,9,9,18,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/John_Bell_Hatcher>,John Bell Hatcher,0.5267312152777778,0,5,5,3,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Jean_Gebser>,Jean Gebser,0.5267055255839144,9,9,18,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Michel_Henry>,Michel Henry,0.5266019073407374,3,7,10,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Hy>,Hy,0.526479923261242,0,3,3,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Dataparallel-C>,Dataparallel-C,0.5262977428698649,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Cyparissos_Stephanos>,Cyparissos Stephanos,0.526297598183872,1,5,6,2,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Hans_Reichenbach>,Hans Reichenbach,0.526147312366638,7,2,9,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Alasdair_MacIntyre>,Alasdair MacIntyre,0.5255434891483008,8,14,22,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Dan_Kahan>,Dan Kahan,0.5243980349597078,0,3,3,0,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/ECMAScript_Harmony>,ECMAScript Harmony,0.524385529519769,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/E_(programming_language)__E__1>,E (programming language)  E  1,0.524308808468959,1,3,4,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Thomas_J._J._Altizer>,Thomas J. J. Altizer,0.5242951279689779,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Inge_Kaul>,Inge Kaul,0.5241938850927805,0,6,6,1,0,0,0,0,0,0,0,0,"[Development economics, Global public good]",false,false,false
<http://dbpedia.org/resource/David_D._Friedman>,David D. Friedman,0.5233344675154532,6,8,14,2,0,0,0,0,0,0,0,0,"[Law, Economics]",false,false,false
<http://dbpedia.org/resource/Jean_Bodin>,Jean Bodin,0.5225591960390753,3,4,7,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Analytical_psychology>,Analytical psychology,0.5218832109811926,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/C_(programming_language)__C__1>,C (programming language)  C  1,0.5215307256444249,24,6,30,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Robert_D._Bullard>,Robert D. Bullard,0.521225577920991,0,2,2,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Averroes>,Averroes,0.5205540469789735,20,10,30,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Jay_Shareef>,Jay Shareef,0.5200378542892238,0,3,3,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Franz_Brentano>,Franz Brentano,0.5198904835418088,18,6,24,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Leo_Petrović>,Leo Petrović,0.51975,4,2,6,1,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Neil_Gordon_(paediatrician)>,Neil Gordon (paediatrician),0.51975,0,3,3,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Xaverian_Brothers_High_School>,Xaverian Brothers High School,0.51975,0,0,0,0,0,0,1,0,0,8,0,0,[],false,false,false
<http://dbpedia.org/resource/Miguel_de_Unamuno>,Miguel de Unamuno,0.5194548838133765,4,7,11,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Edward_Pococke>,Edward Pococke,0.5187410638360749,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Avital_Ronell>,Avital Ronell,0.5185393084782585,0,12,12,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Alexander_of_Hales__Alexander_of_Hales__1>,Alexander of Hales  Alexander of Hales  1,0.5183177786823179,3,7,10,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Francisco_Suárez>,Francisco Suárez,0.5182397653405265,14,6,20,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Jeremy_Bentham>,Jeremy Bentham,0.5182080278933013,23,9,32,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Ramon_Llull>,Ramon Llull,0.5178149355249309,5,2,7,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Paul_Steinhardt>,Paul Steinhardt,0.5177724530751364,0,0,0,3,8,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Louis_Althusser>,Louis Althusser,0.5157583486296069,22,11,33,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/José_Ferrater_Mora>,José Ferrater Mora,0.5153841361181548,1,3,4,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Antoine_Arnauld__Antoine_Arnauld__1>,Antoine Arnauld  Antoine Arnauld  1,0.5152925367161187,4,7,11,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/ALFA_(XACML)>,ALFA (XACML),0.5150762332589286,0,2,2,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Erich_Fromm>,Erich Fromm,0.5149050392814126,6,10,16,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/John_Milbank>,John Milbank,0.5146362147138622,0,3,3,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Robert_H._Crabtree>,Robert H. Crabtree,0.5142963858882856,0,0,0,2,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Greg_Bahnsen>,Greg Bahnsen,0.5141934642428102,3,2,5,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Samuel_Beckett>,Samuel Beckett,0.5140271383854444,1,5,6,1,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Toby_Ord>,Toby Ord,0.5135731820316296,1,4,5,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/James_Prescott_Joule>,James Prescott Joule,0.513375,0,2,2,0,9,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Józef_Retinger>,Józef Retinger,0.513375,3,2,5,0,2,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Amartya_Sen>,Amartya Sen,0.5132719413482673,27,13,40,4,0,0,0,0,0,0,0,0,"[Development economics, Social choice theory, Welfare economics]",false,false,false
<http://dbpedia.org/resource/Johannes_Kepler>,Johannes Kepler,0.5131936158479835,5,4,9,0,3,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Laurent_Cleenewerck>,Laurent Cleenewerck,0.5131265883332301,0,3,3,4,4,0,0,0,0,0,0,0,[],false,false,false
"<http://dbpedia.org/resource/Antoine_François,_comte_de_Fourcroy>","Antoine François, comte de Fourcroy",0.5130027455357143,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Serge_Tisseron>,Serge Tisseron,0.5119520726359164,0,3,3,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Edward_Gibbon>,Edward Gibbon,0.5113493398815958,9,13,22,1,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Russians_in_Latvia>,Russians in Latvia,0.5112500000000001,0,0,0,0,0,0,2,0,0,0,0,4,[],false,false,false
<http://dbpedia.org/resource/Jules_Tinel>,Jules Tinel,0.51125,0,0,0,0,2,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Albanians_in_Montenegro>,Albanians in Montenegro,0.51125,0,0,0,0,0,0,2,0,0,0,0,7,[],false,false,false
<http://dbpedia.org/resource/Glenalmond_College>,Glenalmond College,0.51125,0,0,0,0,0,0,1,0,0,4,0,0,[],false,false,false
<http://dbpedia.org/resource/Ashkali_and_Balkan_Egyptians>,Ashkali and Balkan Egyptians,0.51125,0,0,0,0,0,0,1,0,0,0,0,4,[],false,false,false
<http://dbpedia.org/resource/Piotr_Piecuch>,Piotr Piecuch,0.51125,0,0,0,1,2,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Douglas_Kellner>,Douglas Kellner,0.5108800301868268,1,10,11,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Napier88>,Napier88,0.5103990593568877,0,3,3,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Peter_Gelderloos>,Peter Gelderloos,0.5099554933393832,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Uri_Gordon_(anarchist)>,Uri Gordon (anarchist),0.5099554933393832,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Duns_Scotus__John_Duns_Scotus__1>,Duns Scotus  John Duns Scotus  1,0.5097871567062796,14,7,21,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/August_Cieszkowski>,August Cieszkowski,0.5095342349790212,8,5,13,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Modula-3>,Modula-3,0.5091426988155039,7,7,14,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/John_Deely>,John Deely,0.5090076006965939,0,5,5,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/ACL2>,ACL2,0.5089457050127475,0,2,2,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Luis_de_Molina>,Luis de Molina,0.5087518081746778,4,5,9,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Thailand>,Thailand,0.5082142857142857,0,0,0,0,0,0,5,0,0,0,1,0,[],true,false,false
<http://dbpedia.org/resource/Gottfried_Feder>,Gottfried Feder,0.5077613932263578,4,4,8,1,0,0,0,0,0,0,0,0,[Urbanism],false,false,false
<http://dbpedia.org/resource/Floyd_Henry_Allport>,Floyd Henry Allport,0.5076598600061106,0,5,5,1,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/William_T._Stearn>,William T. Stearn,0.5076139499289772,6,6,12,0,3,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Francesco_Parisi_(economist)>,Francesco Parisi (economist),0.5075650766419131,0,3,3,3,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Salem_Bland>,Salem Bland,0.5074195040575884,0,2,2,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Felsted_School>,Felsted School,0.5073984375000001,0,0,0,0,0,0,1,0,0,4,0,0,[],false,false,false
<http://dbpedia.org/resource/Hadith>,Hadith,0.5072575757575758,3,0,3,0,0,0,0,0,0,0,0,0,[],false,false,false
"<http://dbpedia.org/resource/Wah_Yan_College,_Kowloon>","Wah Yan College, Kowloon",0.5060527812500001,0,0,0,0,0,0,1,0,0,8,0,0,[],false,false,false
<http://dbpedia.org/resource/R._G._Collingwood>,R. G. Collingwood,0.5059752227624402,7,9,16,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Malek_Bennabi>,Malek Bennabi,0.5056222632159394,1,4,5,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Raul_Jimenez_Tellado>,Raul Jimenez Tellado,0.5049109306563122,0,0,0,2,2,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Richard_L._Hoffman>,Richard L. Hoffman,0.5048750000000001,0,3,3,2,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/William_Galston>,William Galston,0.5048265717704783,0,4,4,2,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Giovanni_Arrighi>,Giovanni Arrighi,0.5046142284978467,1,8,9,1,2,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/John_H._Miller_Jr.>,John H. Miller Jr.,0.5045526525421627,0,4,4,2,2,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Web_(programming_system)>,Web (programming system),0.5043437500000001,1,2,3,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Alexandre_Kojève>,Alexandre Kojève,0.5041486617417194,17,10,27,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Biswamoy_Biswas>,Biswamoy Biswas,0.5038125,0,2,2,0,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Robert_P._Murphy>,Robert P. Murphy,0.503473157969377,0,6,6,2,0,0,0,0,0,0,0,0,"[Financial Economics, Trade]",false,false,false
<http://dbpedia.org/resource/Thomas_Robert_Malthus>,Thomas Robert Malthus,0.5034119796752031,5,8,13,1,0,0,0,0,0,0,0,0,"[Macroeconomics, Demography]",false,false,false
<http://dbpedia.org/resource/Alberto_Buela>,Alberto Buela,0.5023084776411902,0,8,8,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Operations_research>,Operations research,0.5020187720808299,0,1,1,0,0,0,0,0,1,1,0,0,[],false,false,false
<http://dbpedia.org/resource/Alfred_North_Whitehead>,Alfred North Whitehead,0.5018888508413963,41,14,55,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Élisabeth_Roudinesco>,Élisabeth Roudinesco,0.501875856371512,0,5,5,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/JSONiq>,JSONiq,0.5016926710196202,0,2,2,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Cleanthes>,Cleanthes,0.5013839267523532,3,3,6,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Henryk_Grossman>,Henryk Grossman,0.5010562447656504,2,4,6,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Eugene_Thacker>,Eugene Thacker,0.5010421196804605,0,8,8,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Henry_of_Langenstein>,Henry of Langenstein,0.5007284420459482,0,5,5,0,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Ernest_Renan>,Ernest Renan,0.5006492961839193,2,7,9,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Uppingham_School>,Uppingham School,0.5006250000000001,0,0,0,0,0,0,1,0,0,5,0,0,[],false,false,false
<http://dbpedia.org/resource/Doris_Schattschneider>,Doris Schattschneider,0.5004556920902445,0,2,2,1,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Stephen_Mumford>,Stephen Mumford,0.4995671193323321,0,2,2,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Eugen_Bleuler>,Eugen Bleuler,0.4992851420950046,5,4,9,1,3,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Vasant_Honavar>,Vasant Honavar,0.49914586528461363,0,4,4,4,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Zhuang_Zhou>,Zhuang Zhou,0.49910714285714297,13,5,18,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Bronisław_Malinowski>,Bronisław Malinowski,0.4981534530881189,4,7,11,2,4,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Apuleius>,Apuleius,0.4980620933259913,12,7,19,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Edward_Mills_Purcell>,Edward Mills Purcell,0.49794637689570037,0,0,0,2,6,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Vilnius_BASIC>,Vilnius BASIC,0.4978625000000001,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Duane_Rousselle>,Duane Rousselle,0.49779585677399496,0,3,3,3,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Clark_Barwick>,Clark Barwick,0.4973872169584841,0,3,3,2,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Islamic_philosophy>,Islamic philosophy,0.4973374865782559,1,1,2,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Sheikh>,Sheikh,0.4973374865782559,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Eric_Nguyen>,Eric Nguyen,0.49690240975002886,0,5,5,1,2,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Samarendra_Kumar_Mitra>,Samarendra Kumar Mitra,0.49667641355565795,0,5,5,0,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Maura_Scannell>,Maura Scannell,0.49666797577201816,0,3,3,1,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Aldo_Capitini>,Aldo Capitini,0.4966174017636442,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Claudio_Magris>,Claudio Magris,0.4966174017636442,0,1,1,1,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/POP-2>,POP-2,0.49642646003074153,1,3,4,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Emmanuel_Mounier>,Emmanuel Mounier,0.4963718289260798,5,6,11,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/A._J._Ayer>,A. J. Ayer,0.49625259296814517,10,9,19,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Wolfgang_Kasper>,Wolfgang Kasper,0.495686899642913,0,5,5,2,0,0,0,0,0,0,0,0,"[Political economy, Institutional economics]",false,false,false
<http://dbpedia.org/resource/Peter_Hallward>,Peter Hallward,0.495652723182089,0,11,11,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/B_(programming_language)>,B (programming language),0.4955919402494412,3,4,7,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Mohammed_Rustom>,Mohammed Rustom,0.49525736311895363,0,2,2,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Jean-François_Champollion>,Jean-François Champollion,0.49427907504970353,1,0,1,2,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Moshe_Sharon>,Moshe Sharon,0.49425,0,0,0,1,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Enikő_Kubinyi>,Enikő Kubinyi,0.49425,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Daniel_Levitin>,Daniel Levitin,0.49425,0,0,0,4,6,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/John_Vervaeke>,John Vervaeke,0.49425,0,1,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/M._Hiriyanna>,M. Hiriyanna,0.4939610242744774,1,5,6,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Matilda_Cullen_Knowles>,Matilda Cullen Knowles,0.4938917458927734,2,3,5,1,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Ronald_Dworkin>,Ronald Dworkin,0.49344708557336264,9,6,15,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Francesco_Severi>,Francesco Severi,0.4932045632567761,0,0,0,1,2,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Fazal_Ali_Qureshi>,Fazal Ali Qureshi,0.4930518415178572,3,4,7,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/James_Joyce>,James Joyce,0.49246013222634893,3,4,7,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Felix_Jacoby>,Felix Jacoby,0.4923906250000001,0,0,0,1,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Otto_Heurnius>,Otto Heurnius,0.4920536125876995,1,0,1,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Crystal_(programming_language)>,Crystal (programming language),0.49186006647966174,0,5,5,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Feodor_Iwanowitsch_Kalmyk>,Feodor Iwanowitsch Kalmyk,0.49131087662337675,0,5,5,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Paul_Gottfried>,Paul Gottfried,0.4912277340260657,1,8,9,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Joannes_Antonides_van_der_Linden>,Joannes Antonides van der Linden,0.49091614528982663,0,4,4,1,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Roger_Scruton>,Roger Scruton,0.49052732810417315,0,6,6,1,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Anupam_Saraph>,Anupam Saraph,0.4901881064700036,3,5,8,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Dan_Sperber>,Dan Sperber,0.4901329380704631,4,7,11,2,2,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/David_Buss>,David Buss,0.4900000000000001,0,5,5,0,1,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Hungarians_in_Slovakia>,Hungarians in Slovakia,0.4900000000000001,0,0,0,0,0,0,2,0,0,0,0,5,[],false,false,false
"<http://dbpedia.org/resource/Wah_Yan_College,_Hong_Kong>","Wah Yan College, Hong Kong",0.4900000000000001,0,0,0,0,0,0,1,0,0,6,0,0,[],false,false,false
<http://dbpedia.org/resource/Margaret_Brown_(ichthyologist)>,Margaret Brown (ichthyologist),0.48973437500000006,0,2,2,2,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/C_(programming_language)>,C (programming language),0.4894753810786886,59,7,66,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Steven_Soter>,Steven Soter,0.4894232262941313,0,2,2,2,2,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Jan_Patočka>,Jan Patočka,0.4893822448210738,5,8,13,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Georgi_Plekhanov>,Georgi Plekhanov,0.48899054535171815,1,7,8,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Stathis_Psillos>,Stathis Psillos,0.4889425744536484,0,3,3,0,0,0,0,0,0,0,0,0,[],false,false,false
<http://dbpedia.org/resource/Henry_Harrington_Janeway>,Henry Harrington Janeway,0.4887826699908648,0,0,0,6,1,0,0,0,0,0,0,0,[],false,false,false
